cluster_id,image_path,order_index,mosaic_path
0,../dataset/cropped/cropped_train/anemo_0_07.25_16.38.33._5_4_1.jpg,0,../mosaic_results/k_means_resnet_rgb_cluster_0_mosaic.jpg
0,../dataset/cropped/cropped_train/anemo_0_07.28_15.56.33_33_10_1.jpg,1,../mosaic_results/k_means_resnet_rgb_cluster_0_mosaic.jpg
0,../dataset/cropped/cropped_train/anemo_0_08.20_13.26.34_21_0_1.jpg,2,../mosaic_results/k_means_resnet_rgb_cluster_0_mosaic.jpg
0,../dataset/cropped/cropped_train/anemo_0_08.20_13.26.34_43_1_1.jpg,3,../mosaic_results/k_means_resnet_rgb_cluster_0_mosaic.jpg
0,../dataset/cropped/cropped_train/anemo_0_08.20_11.56.33_31_0_1.jpg,4,../mosaic_results/k_means_resnet_rgb_cluster_0_mosaic.jpg
0,../dataset/cropped/cropped_train/anemo_0_07.29_18.26.33_13_2_1.jpg,5,../mosaic_results/k_means_resnet_rgb_cluster_0_mosaic.jpg
0,../dataset/cropped/cropped_train/anemo-05_2.72.1_6_1.jpg,6,../mosaic_results/k_means_resnet_rgb_cluster_0_mosaic.jpg
0,../dataset/cropped/cropped_train/anemo_0_07.23_22.08.33._21_1_1.jpg,7,../mosaic_results/k_means_resnet_rgb_cluster_0_mosaic.jpg
0,../dataset/cropped/cropped_train/anemo_0_08.22_16.56.54_5_1_1.jpg,8,../mosaic_results/k_means_resnet_rgb_cluster_0_mosaic.jpg
0,../dataset/cropped/cropped_train/anemo_0_07.29_17.56.33_42_1_1.jpg,9,../mosaic_results/k_means_resnet_rgb_cluster_0_mosaic.jpg
0,../dataset/cropped/cropped_train/anemo_0_07.20_14.08.33._28_2_1.jpg,10,../mosaic_results/k_means_resnet_rgb_cluster_0_mosaic.jpg
0,../dataset/cropped/cropped_train/anemo_0_07.26_13.08.33._18_0_1.jpg,11,../mosaic_results/k_means_resnet_rgb_cluster_0_mosaic.jpg
0,../dataset/cropped/cropped_train/selected_frame_121005_5_1.jpg,12,../mosaic_results/k_means_resnet_rgb_cluster_0_mosaic.jpg
0,../dataset/cropped/cropped_train/anemo_0_07.20_15.26.33_7_1_1.jpg,13,../mosaic_results/k_means_resnet_rgb_cluster_0_mosaic.jpg
0,../dataset/cropped/cropped_train/anemo_0_07.20_15.26.33_28_3_1.jpg,14,../mosaic_results/k_means_resnet_rgb_cluster_0_mosaic.jpg
0,../dataset/cropped/cropped_train/anemo_0_08.20_13.56.54_24_12_1.jpg,15,../mosaic_results/k_means_resnet_rgb_cluster_0_mosaic.jpg
0,../dataset/cropped/cropped_train/anemo_0_07.22_15.56.33_3_2_1.jpg,16,../mosaic_results/k_means_resnet_rgb_cluster_0_mosaic.jpg
0,../dataset/cropped/cropped_train/anemo_0_07.24_09.26.33_38_0_1.jpg,17,../mosaic_results/k_means_resnet_rgb_cluster_0_mosaic.jpg
0,../dataset/cropped/cropped_train/anemo_0_07.24_09.26.33_14_2_1.jpg,18,../mosaic_results/k_means_resnet_rgb_cluster_0_mosaic.jpg
0,../dataset/cropped/cropped_train/anemo_0_07.26_13.26.33_18_2_1.jpg,19,../mosaic_results/k_means_resnet_rgb_cluster_0_mosaic.jpg
0,../dataset/cropped/cropped_train/anemo_0_07.22_16.38.33._39_5_1.jpg,20,../mosaic_results/k_means_resnet_rgb_cluster_0_mosaic.jpg
0,../dataset/cropped/cropped_train/anemo_0_07.27_16.08.33._23_4_1.jpg,21,../mosaic_results/k_means_resnet_rgb_cluster_0_mosaic.jpg
0,../dataset/cropped/cropped_train/anemo_0_07.26_11.56.33_18_2_1.jpg,22,../mosaic_results/k_means_resnet_rgb_cluster_0_mosaic.jpg
0,../dataset/cropped/cropped_train/anemo_0_08.21_15.26.33_37_2_1.jpg,23,../mosaic_results/k_means_resnet_rgb_cluster_0_mosaic.jpg
0,../dataset/cropped/cropped_train/anemo-05_2.59.4_2_1.jpg,24,../mosaic_results/k_means_resnet_rgb_cluster_0_mosaic.jpg
0,../dataset/cropped/cropped_train/anemo_0_07.24_17.38.33._37_2_1.jpg,25,../mosaic_results/k_means_resnet_rgb_cluster_0_mosaic.jpg
0,../dataset/cropped/cropped_train/anemo_0_07.20_15.26.33_27_1_1.jpg,26,../mosaic_results/k_means_resnet_rgb_cluster_0_mosaic.jpg
0,../dataset/cropped/cropped_train/selected_frame_114533_12_1.jpg,27,../mosaic_results/k_means_resnet_rgb_cluster_0_mosaic.jpg
0,../dataset/cropped/cropped_train/anemo_0_08.19_16.56.33_20_2_1.jpg,28,../mosaic_results/k_means_resnet_rgb_cluster_0_mosaic.jpg
0,../dataset/cropped/cropped_train/anemo_0_08.19_16.56.33_11_10_1.jpg,29,../mosaic_results/k_means_resnet_rgb_cluster_0_mosaic.jpg
0,../dataset/cropped/cropped_train/anemo_0_07.27_12.56.33_41_3_1.jpg,30,../mosaic_results/k_means_resnet_rgb_cluster_0_mosaic.jpg
0,../dataset/cropped/cropped_train/anemo_0_07.23_16.26.33_18_0_1.jpg,31,../mosaic_results/k_means_resnet_rgb_cluster_0_mosaic.jpg
0,../dataset/cropped/cropped_train/anemo_0_07.26_19.56.33_34_1_1.jpg,32,../mosaic_results/k_means_resnet_rgb_cluster_0_mosaic.jpg
0,../dataset/cropped/cropped_train/anemo_0_08.19_18.26.33_41_0_1.jpg,33,../mosaic_results/k_means_resnet_rgb_cluster_0_mosaic.jpg
0,../dataset/cropped/cropped_train/anemo_0_07.22_16.38.33._13_4_1.jpg,34,../mosaic_results/k_means_resnet_rgb_cluster_0_mosaic.jpg
0,../dataset/cropped/cropped_train/anemo_0_08.21_15.26.33_4_13_2.jpg,35,../mosaic_results/k_means_resnet_rgb_cluster_0_mosaic.jpg
0,../dataset/cropped/cropped_train/selected_frame_332186_15_1.jpg,36,../mosaic_results/k_means_resnet_rgb_cluster_0_mosaic.jpg
0,../dataset/cropped/cropped_train/anemo_0_08.19_16.56.33_31_12_1.jpg,37,../mosaic_results/k_means_resnet_rgb_cluster_0_mosaic.jpg
0,../dataset/cropped/cropped_train/anemo_0_07.24_11.56.33_23_5_1.jpg,38,../mosaic_results/k_means_resnet_rgb_cluster_0_mosaic.jpg
0,../dataset/cropped/cropped_train/anemo_0_07.24_17.38.33._40_1_1.jpg,39,../mosaic_results/k_means_resnet_rgb_cluster_0_mosaic.jpg
0,../dataset/cropped/cropped_train/anemo_0_07.29_17.56.33_7_0_1.jpg,40,../mosaic_results/k_means_resnet_rgb_cluster_0_mosaic.jpg
0,../dataset/cropped/cropped_train/anemo_0_07.26_11.56.33_14_0_1.jpg,41,../mosaic_results/k_means_resnet_rgb_cluster_0_mosaic.jpg
0,../dataset/cropped/cropped_train/anemo_0_07.29_16.26.33_1_5_1.jpg,42,../mosaic_results/k_means_resnet_rgb_cluster_0_mosaic.jpg
0,../dataset/cropped/cropped_train/anemo_0_07.23_16.26.33_8_0_1.jpg,43,../mosaic_results/k_means_resnet_rgb_cluster_0_mosaic.jpg
0,../dataset/cropped/cropped_train/anemo_0_07.25_17.38.33._23_7_1.jpg,44,../mosaic_results/k_means_resnet_rgb_cluster_0_mosaic.jpg
0,../dataset/cropped/cropped_train/anemo_0_07.26_11.56.33_29_0_1.jpg,45,../mosaic_results/k_means_resnet_rgb_cluster_0_mosaic.jpg
